,Gene_set,Term,Odds Ratio,Genes,Cluster,Count,-log10(adj p-value)
459,KEGG_2019_Mouse,Oxidative phosphorylation,27.674678111587983,NDUFB9;NDUFB7;NDUFB10;ATP5K;UQCR11;ATP5H;ATP5G3;UQCR10;COX6A1;ATP5O;COX5B;COX5A;UQCRH;ATP5E;ATP5D;CYC1;NDUFV1;COX8A;NDUFA9;NDUFA8;ATP6V1G1;NDUFA2;SDHC;COX6C;SDHB;ATP5J2;COX6B1;COX7A2L;NDUFS7;PPA1;UQCRC1;NDUFS3;NDUFS2,56,33,29.489321049800417
460,KEGG_2019_Mouse,Alzheimer disease,16.79063420239891,NDUFB9;NDUFB7;NDUFB10;UQCR11;ATP5H;ATP5G3;UQCR10;COX6A1;ATP5O;COX5B;COX5A;UQCRH;ATP5E;ATP5D;APOE;CYC1;NDUFV1;MAPK3;COX8A;NDUFA9;NDUFA8;NDUFA2;SDHC;COX6C;SDHB;COX6B1;COX7A2L;NDUFS7;UQCRC1;NDUFS3;NDUFS2;CALM3,56,32,23.12238562198827
461,KEGG_2019_Mouse,Thermogenesis,12.0125,NDUFB9;NDUFB7;NDUFB10;ATP5K;UQCR11;ATP5H;UQCR10;ATP5G3;ATP5O;COX5B;COX6A1;COX5A;UQCRH;ATP5E;ATP5D;CYC1;NDUFV1;COX8A;NDUFA9;NDUFA8;NDUFA2;SDHC;COX6C;SDHB;COX6B1;ATP5J2;COX7A2L;NDUFS7;UQCRC1;NDUFS3;NDUFS2,56,31,18.78345616013815
462,WikiPathways_2019_Mouse,Electron Transport Chain WP295,45.211046837096475,NDUFB9;NDUFB7;NDUFB10;ATP5K;UQCR11;ATP5H;ATP5G3;UQCR10;COX6A1;ATP5O;COX5B;COX5A;UQCRH;ATP5E;ATP5D;UCP2;NDUFV1;COX8A;NDUFA9;NDUFA8;NDUFA2;SDHC;COX6C;SDHB;ATP5J2;COX6B1;COX7A2L;NDUFS7;UQCRC1;NDUFS3;NDUFS2;SLC25A5;SLC25A4,56,33,34.721700617346166
463,WikiPathways_2019_Mouse,Oxidative phosphorylation WP1248,37.178491744756805,NDUFA9;NDUFB9;NDUFA8;NDUFB7;NDUFB10;NDUFA2;ATP5K;ATP5G3;ATP5H;ATP5O;ATP5J2;NDUFS7;ATP5E;ATP5D;NDUFS3;NDUFS2;NDUFV1,56,17,16.835699030154633
464,WikiPathways_2019_Mouse,Proteasome Degradation WP519,37.178491744756805,RPN2;PSMD13;PSMD8;PSMA5;PSMB6;PSMA6;PSMB7;PSMB4;PSMA4;PSMB5;PSMD4;PSMC3;PSMC4;PSMD2;PSMC1;NEDD4;UBA1,56,17,16.835699030154633
465,WikiPathways_2019_Mouse,Amino Acid metabolism WP662,12.534188034188034,GOT1;MDH1;MDH2;GOT2;DLST;FH1;ADH5;SRM;CS;ACLY;LARS2;GSTA4;RARS;GLUL,56,14,8.635343438936388
466,WikiPathways_2019_Mouse,Glycolysis and Gluconeogenesis WP157,15.596391934913337,GPI1;LDHB;TPI1;GOT1;MDH1;MDH2;GOT2;SLC2A1;SLC2A3,56,9,6.108289553368372
467,GO_Biological_Process_2023,Aerobic Electron Transport Chain ,19.448527918781725,COX7B;UQCRB;NDUFB5;NDUFA4;NDUFA10;NDUFB3;COX7A2;SDHD;SDHA;COX7C;UQCRQ;UQCRFS1;UQCRC2,58,13,8.603321141607996
468,GO_Biological_Process_2023,Mitochondrial ATP Synthesis Coupled Electron Transport ,19.06589031551707,COX7B;UQCRB;NDUFB5;NDUFA4;NDUFA10;NDUFB3;COX7A2;SDHD;SDHA;COX7C;UQCRQ;UQCRFS1;UQCRC2,58,13,8.603321141607996
469,GO_Biological_Process_2023,Cellular Respiration ,14.074965055543297,COX7B;UQCRB;NDUFB11;NDUFB5;NDUFA4;NDUFA10;NDUFB3;COX7A2;SDHA;COX7C;UQCRQ;UQCRFS1;UQCRC2,58,13,7.344435475561529
470,GO_Biological_Process_2023,Oxidative Phosphorylation ,16.931113662456944,UQCRB;NDUFB11;NDUFB5;ATP5PB;NDUFA10;NDUFB3;SDHD;UQCRC2;SDHA,58,9,5.228627314630159
471,GO_Biological_Process_2023,Regulation Of Translation ,6.368466898954704,EIF4A2;DDX3X;SSB;DDX1;BZW2;MRPL13;FXR1;CSDE1;CAPRIN1;IGF2BP1;ETF1;EIF3E;PAIP2;OGT,58,14,4.266297557160833
472,GO_Molecular_Function_2023,RNA Binding ,4.216199473439678,EIF4A2;SRP19;DDX3X;CLTC;ADK;BCCIP;HDLBP;SUMO1;DHX15;SRRM2;WBP11;SND1;GNL3;JMJD6;ATXN2L;NSA2;RBMXL1;PSMA1;CSDE1;CANX;ETF1;MATR3;FKBP3;HDAC2;DDX1;SLC3A2;MRPS30;MRPL13;FXR1;TRA2A;CTNNA1;G3BP2;IGF2BP1;MYH10;SF3B1;SRSF11;ZC3H15;HSPA9;RBM39;SSB;TAF15;RBPMS;UTP4;UTP3;RDX;IMMT;MSN;PRRC2C;EIF2S2;ARCN1;KTN1;NAP1L4;AIMP1;RSL1D1;CAPRIN1;EIF3E,58,56,12.668146010502095
473,GO_Molecular_Function_2023,Cadherin Binding ,6.088469601677149,ITGB1;RAB1A;DDX3X;SEPTIN2;CTNND1;RDX;HDLBP;SLC3A2;BZW2;SND1;KTN1;ATXN2L;RSL1D1;VAPA;CTNNA1;EIF3E;TLN1;SPTAN1;SNX5;VCL;ZC3H15,58,21,7.160641585894752
474,GO_Molecular_Function_2023,mRNA Binding ,5.752247961151514,SRRM2;DDX3X;SSB;RBPMS;HDLBP;EIF2S2;MRPL13;GNL3;ATXN2L;FXR1;RSL1D1;CAPRIN1;G3BP2;IGF2BP1;ETF1;MYH10;SF3B1,58,17,5.438486034167818
475,GO_Molecular_Function_2023,Oxidoreduction-Driven Active Transmembrane Transporter Activity ,11.822774659182038,COX7B;UQCRB;NDUFB5;NDUFA4;NDUFA10;NDUFB3;COX7C,58,7,3.4786523169063774
476,GO_Molecular_Function_2023,mRNA 5'-UTR Binding ,21.18938307030129,RSL1D1;DDX3X;IGF2BP1;MYH10;GNL3,58,5,3.286743547421614
477,KEGG_2019_Mouse,Oxidative phosphorylation,16.427025119124654,COX7B;UQCRB;NDUFB11;NDUFB5;NDUFA4;NDUFA10;COX17;NDUFB3;ATP5C1;ATP5J;COX7A2;SDHD;SDHA;COX7C;ATP5L;UQCRQ;ATP6V1B2;UQCRFS1;UQCRC2,58,19,12.988157200275955
478,KEGG_2019_Mouse,Parkinson disease,12.80690504283589,COX7B;UQCRB;NDUFB11;NDUFB5;NDUFA4;NDUFA10;NDUFB3;ATP5C1;ATP5J;COX7A2;SDHD;SDHA;COX7C;UQCRQ;VDAC3;UQCRFS1;UQCRC2,58,17,10.246930781550917
479,KEGG_2019_Mouse,Huntington disease,10.258682987980237,COX7B;HDAC2;UQCRB;NDUFB11;NDUFB5;NDUFA4;NDUFA10;CLTC;NDUFB3;ATP5C1;ATP5J;COX7A2;SDHD;SDHA;COX7C;UQCRQ;VDAC3;UQCRFS1;UQCRC2,58,19,10.201481558579623
480,KEGG_2019_Mouse,Thermogenesis,7.91889450867052,COX7B;UQCRB;NDUFA4;NDUFB11;NDUFB5;COX17;NDUFA10;NDUFB3;ATP5C1;ATP5J;COX7A2;SDHD;SDHA;COX7C;ATP5L;UQCRQ;UQCRFS1;UQCRC2,58,18,8.07231604942688
481,KEGG_2019_Mouse,Alzheimer disease,8.950591828942345,COX7B;UQCRB;NDUFB11;NDUFB5;NDUFA4;NDUFA10;NDUFB3;ATP5C1;ATP5J;COX7A2;SDHD;SDHA;COX7C;UQCRQ;UQCRFS1;UQCRC2,58,16,7.94392585821551
482,WikiPathways_2019_Mouse,Electron Transport Chain WP295,19.274095892652593,COX7B;UQCRB;NDUFB5;NDUFA4;NDUFA10;COX17;NDUFB3;ATP5C1;ATP5J;COX7A2;SDHD;SDHA;ATP5L;UQCRQ;UQCRFS1;UQCRC2,58,16,12.12797488325611
483,WikiPathways_2019_Mouse,TCA Cycle WP434,22.13343328335832,PDHA1;IDH3G;IDH3B;PDHB;SDHD;ACO2;SDHA,58,7,5.34548724480695
484,WikiPathways_2019_Mouse,mRNA processing WP310,3.845044082286936,EIF4A2;RBM39;SRP19;DDX3X;SF3B3;SSB;TAF15;RBPMS;DDX1;AIMP1;FXR1;RBMXL1;CSDE1;RAD21;SUPT5;DHX15;IGF2BP1;MATR3;SF3B1;SRSF11,58,20,4.508661376720752
485,WikiPathways_2019_Mouse,Translation Factors WP307,10.577474892395983,EIF4A2;ETF1;EIF2S3X;EIF3E;EIF2S2;EIF3A,58,6,3.1473486569487688
486,WikiPathways_2019_Mouse,Oxidative phosphorylation WP1248,9.222639149468415,NDUFB5;NDUFA4;NDUFA10;ATP5J;ATP5L,58,5,2.4601121735117455
487,GO_Biological_Process_2023,Generation Of Neurons ,7.304347826086956,PTPRD;RELN;LMX1A;WNT5B;SIX3;SPOCK1;LMX1B;ASTN2;LHX9;ASTN1,60,10,2.5654460684781264
488,GO_Biological_Process_2023,Modulation Of Chemical Synaptic Transmission ,9.279219757747365,SLC8A3;RELN;CLSTN2;GRID1;NPTX1;CPLX1;GRM1;BEGAIN,60,8,2.5654460684781264
489,GO_Biological_Process_2023,Central Nervous System Development ,4.927420343137255,SLC8A3;RELN;SIX3;HESX1;FOXJ1;SPOCK1;SOX8;NPTX1;DCLK1;HES5;MNX1,60,11,1.96404732100678
490,GO_Biological_Process_2023,Dorsal/Ventral Pattern Formation ,20.863684395914053,SIX3;CHRD;TLL2;LMX1B,60,4,1.7237755161905786
491,GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II ,2.244729524574684,ASCL5;ONECUT3;SATB2;FOXO6;IKZF1;SIX3;ALX3;HESX1;HOXA3;SOX8;PITX1;HES5;NKX3-1;LMO1;TFAP2A;TFAP2B;EGR4;DMRT2;EBF1;NR2F1;FOXJ1;PAX3;DMRT3;FOXL1;ARID3C;GAL;LMX1A;TAL2;PAX9;LMX1B;HOXD9;LHX9,60,32,1.667276205651824
492,GO_Molecular_Function_2023,RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding ,4.962397250396577,ASCL5;ONECUT3;SATB2;FOXO6;IKZF1;SIX3;ALX3;HESX1;HOXA3;SOX8;PITX1;HES5;NKX3-1;TFAP2A;TFAP2B;EGR4;DMRT2;EBF1;NR2F1;FOXJ1;PAX3;DMRT3;FOXL1;LMX1A;TAL2;PAX9;LMX1B;HOXD9;LHX9,60,29,7.9107177877128425
493,GO_Molecular_Function_2023,Cis-Regulatory Region Sequence-Specific DNA Binding ,4.447035957240039,TFAP2A;TFAP2B;EGR4;DMRT2;ONECUT3;SATB2;EBF1;NR2F1;FOXJ1;FOXO6;PAX3;DMRT3;FOXL1;IKZF1;TAL2;PAX9;SIX3;HESX1;HOXA3;SOX8;HOXD9;PITX1;HES5;NKX3-1,60,24,6.018673523177434
494,GO_Molecular_Function_2023,Double-Stranded DNA Binding ,4.947009803921569,TFAP2A;TFAP2B;EGR4;ONECUT3;NR2F1;PAX3;DMRT3;LBX2;LMX1A;PAX9;SIX3;ALX3;HESX1;SOX8;LMX1B;HOXD9;PITX1;HES5;LHX9;MNX1;NKX3-1,60,21,6.018673523177434
495,GO_Molecular_Function_2023,RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding ,4.335634625597451,TFAP2A;TFAP2B;EGR4;DMRT2;ONECUT3;SATB2;EBF1;NR2F1;FOXJ1;FOXO6;PAX3;DMRT3;FOXL1;IKZF1;TAL2;PAX9;SIX3;HESX1;HOXA3;SOX8;HOXD9;PITX1;HES5;NKX3-1,60,24,6.018673523177434
496,GO_Molecular_Function_2023,Sequence-Specific DNA Binding ,4.63166378476598,TFAP2A;TFAP2B;EGR4;ONECUT3;NR2F1;PAX3;DMRT3;FOXL1;LBX2;LMX1A;PAX9;SIX3;ALX3;HESX1;SOX8;LMX1B;HOXD9;PITX1;HES5;LHX9;MNX1;NKX3-1,60,22,6.018673523177434
497,KEGG_2019_Mouse,Neuroactive ligand-receptor interaction,7.424127657425642,GLP1R;ADCYAP1R1;GAL;CHRNA4;GRID1;CHRM4;PENK;S1PR5;GRM1;SSTR4,60,10,3.659418126746623
498,KEGG_2019_Mouse,Protein digestion and absorption,7.668778562525966,SLC8A3;COL27A1;SLC7A8;COL14A1;COL9A3,60,5,1.545621916507418
499,WikiPathways_2019_Mouse,SIDS Susceptibility Pathways WP1266,14.93838383838384,RET;ADCYAP1R1;CHRNA4;LMX1B;HES5;NKX3-1,60,6,3.521945260701818
500,WikiPathways_2019_Mouse,Non-odorant GPCRs WP1396,5.638277511961722,GLP1R;ADCYAP1R1;CHRM4;S1PR5;GRM1;SSTR4,60,6,1.718308108455555
501,WikiPathways_2019_Mouse,Adipogenesis genes WP447,5.049399656946827,GDF10;WNT5B;EBF1;NR2F1;SPOCK1;NSG1,60,6,1.718308108455555
502,WikiPathways_2019_Mouse,Dopaminergic Neurogenesis WP1498,13.915413533834586,RET;LMX1A;LMX1B,60,3,1.718308108455555
503,GO_Biological_Process_2023,Muscle Contraction ,15.191483904065668,MYH1;MYH2;MYH3;CHRNG;MYH8;MYH13;MYH4;MYOM2,61,8,3.899553469359351
504,GO_Biological_Process_2023,Actin-Myosin Filament Sliding ,72.61538461538461,MYH2;MYH3;MYH8;MYH4,61,4,3.369839905195504
505,GO_Biological_Process_2023,Muscle Filament Sliding ,54.0,MYH3;MYH8;MYH4,61,3,1.9659597496751129
506,GO_Biological_Process_2023,Positive Regulation Of Apoptotic Cell Clearance ,inf,C3;C2,61,2,1.9659597496751129
507,GO_Biological_Process_2023,Sarcomere Organization ,20.307692307692307,MYH3;CASQ1;MYOZ1;MYOM2,61,4,1.9593918497718712
508,KEGG_2019_Mouse,Complement and coagulation cascades,19.993265086206897,C3;VWF;A2M;C2;C1QC,61,5,2.9031536746067323
509,KEGG_2019_Mouse,Staphylococcus aureus infection,23.610699152542377,C3;C2;C1QC,61,3,1.596858015895641
510,KEGG_2019_Mouse,Systemic lupus erythematosus,18.883474576271187,C3;C1QC;C2,61,3,1.5918083601068662
511,KEGG_2019_Mouse,Tight junction,5.783066361556064,MYH1;MYH2;MYH3;MYH13;MYH8;MYH4,61,6,1.5918083601068662
512,KEGG_2019_Mouse,Amoebiasis,7.556065824722541,MUC2;LAMB3;IL1R1;SERPINB6B,61,4,1.3167068031003757
513,WikiPathways_2019_Mouse,Striated Muscle Contraction WP216,20.92314923619271,MYH1;JSRP1;MYH3;MYH8;MYH4;MYOM2,61,6,4.343134519794199
514,WikiPathways_2019_Mouse,Complement and Coagulation Cascades WP449,25.603448275862068,C3;VWF;A2M;C2;C1QC,61,5,4.128299369902864
515,WikiPathways_2019_Mouse,"Complement Activation, Classical Pathway WP200",126.03389830508476,C3;C2;C1QC,61,3,3.883090842231593
516,GO_Molecular_Function_2023,JUN Kinase Binding ,38.73298429319372,MAD2L2;MAPK8IP2;MAPK8IP1,62,3,1.4601412188606395
517,KEGG_2019_Mouse,Human immunodeficiency virus 1 infection,5.235948477751757,BST2;H2-T23;MAPK11;TRADD;AP1B1;PLCG2;RAC3;TAP1;AP1S3;BID;MAPK12,62,11,2.4163931248077524
518,GO_Biological_Process_2023,Determination Of Bilateral Symmetry ,38.20512820512821,DNAH11;PITX2;DLL1,63,3,1.6515802213416373
519,GO_Biological_Process_2023,Left/Right Pattern Formation ,35.81490384615385,DNAH11;PITX2;DLL1,63,3,1.6515802213416373
520,GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II ,2.977115776789025,FOXD4;FOXB1;FOXF2;FST;SIX1;BHLHE22;DLL1;SOX21;GLIS1;RGMA;FOXQ1;MYCL;RIPPLY2;DMRTA1;GSC;NKX1-2;ALX1;PITX2;ZBTB7C,63,19,1.6515802213416373
521,GO_Biological_Process_2023,Synapse Organization ,10.836988304093568,SLITRK2;CHRNA7;LRRC4;L1CAM;CBLN1,63,5,1.6515802213416373
522,GO_Biological_Process_2023,Chemical Synaptic Transmission ,7.718692810457516,GABRB3;RIC3;CHRNA7;KCNC4;CBLN1;GRIA4,63,6,1.61669928419946
523,GO_Molecular_Function_2023,RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding ,5.478211134110469,FOXD4;FOXB1;FOXF2;SIX1;BHLHE22;SOX21;GLIS1;FOXQ1;MYCL;DMRTA1;GSC;NKX1-2;PITX2;ZBTB7C,63,14,3.7248317513054987
524,GO_Molecular_Function_2023,RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding ,4.976680656617081,FOXD4;FOXB1;FOXF2;SIX1;SOX21;GLIS1;FOXQ1;MYCL;DMRTA1;GSC;NKX1-2;ALX1;PITX2;ZBTB7C,63,14,3.57211629193159
525,GO_Molecular_Function_2023,Cis-Regulatory Region Sequence-Specific DNA Binding ,5.128594161545215,FOXD4;FOXB1;FOXF2;SIX1;SOX21;GLIS1;FOXQ1;MYCL;DMRTA1;GSC;NKX1-2;PITX2;ZBTB7C,63,13,3.57211629193159
526,GO_Molecular_Function_2023,Sequence-Specific DNA Binding ,4.840268047517514,FOXD4;FOXQ1;FOXB1;FOXF2;DMRTA1;GSC;SIX1;ALX1;BHLHE22;PITX2;GLIS1,63,11,2.8319339367456644
527,GO_Molecular_Function_2023,Double-Stranded DNA Binding ,4.313988095238095,FOXQ1;FOXB1;DMRTA1;GSC;SIX1;ALX1;BHLHE22;PITX2;GLIS1,63,9,1.9451629420865975
528,KEGG_2019_Mouse,Nicotine addiction,38.20512820512821,GABRB3;CHRNA7;GRIA4,63,3,1.9781525090611474
529,WikiPathways_2019_Mouse,Gene regulatory network modelling somitogenesis  WP2852,71.66826923076923,LFNG;RIPPLY2;DLL1,63,3,3.0832710373074854
530,WikiPathways_2019_Mouse,Cytoplasmic Ribosomal Proteins WP163,16.11796536796537,RPL32L;RPL37RT,64,2,1.4838501924304264
531,KEGG_2019_Mouse,"Neomycin, kanamycin and gentamicin biosynthesis",123.93333333333334,HKDC1;GCK,66,2,1.3758598858395643
532,GO_Biological_Process_2023,Positive Regulation Of Cell Differentiation ,13.427184466019416,CRB2;PCP4;EDN3;IL18;TMEM119;ASB4,67,6,2.380289031328104
533,GO_Biological_Process_2023,Arachidonic Acid Metabolic Process ,34.659197012138186,CYP2U1;CYP2S1;EPHX1;PTGS2;MGLL,68,5,2.9525160454665667
534,GO_Biological_Process_2023,Action Potential ,23.37795275590551,MYH7B;KCNQ1;DMD;SCN5A,68,4,1.695569958095045
535,GO_Biological_Process_2023,Striated Muscle Contraction ,13.678479143595425,MYH7B;KCNQ1;CASQ2;DMD;SCN5A,68,5,1.695569958095045
536,GO_Biological_Process_2023,Cardiac Muscle Contraction ,19.476377952755904,KCNQ1;CASQ2;DMD;SCN5A,68,4,1.6106456572285182
537,GO_Biological_Process_2023,Skeletal Muscle Tissue Development ,16.689538807649043,MYH7B;CAV1;DMD;KLHL40,68,4,1.4746998017229849
538,GO_Molecular_Function_2023,Nitric-Oxide Synthase Binding ,116.109375,CAV1;DMD;SCN5A,68,3,2.575334234620909
539,GO_Molecular_Function_2023,"Oxidoreductase Activity, Acting On Paired Donors, With Incorporation Or Reduction Of Molecular Oxygen, Reduced Flavin Or Flavoprotein As One Donor, And Incorporation Of One Atom Of Oxygen ",76.8062015503876,CYP2U1;CYP2S1,68,2,1.3789039233496905
540,GO_Molecular_Function_2023,Ether Hydrolase Activity ,76.8062015503876,EPHX2;EPHX1,68,2,1.3789039233496905
541,GO_Molecular_Function_2023,Heme Binding ,10.609162491052254,CYP2U1;CYP2S1;FLVCR2;PTGS2,68,4,1.3789039233496905
542,GO_Biological_Process_2023,Striated Muscle Contraction ,120.0,MYBPC3;SMPX;TNNC1;PGAM2;ATP1A2;RCSD1;SLC8A1;TTN;MYL4;CSRP3;MYL2;TNNT2;MYL3;TNNI1;TNNI3;MYH6;MYH7,70,17,23.509435239827017
543,GO_Biological_Process_2023,Heart Contraction ,167.95488721804512,MYBPC3;TNNC1;ATP1A2;SLC8A1;TTN;MYL4;CSRP3;ACTC1;MYL7;MYL2;TNNT2;MYL3;TNNI3;MYH6;MYH7,70,15,22.480882878376796
544,GO_Biological_Process_2023,Cardiac Muscle Contraction ,153.03082191780825,MYBPC3;MYL4;CSRP3;TNNC1;MYL2;TNNT2;MYL3;TNNI3;SLC8A1;MYH6;TTN;MYH7,70,12,17.482309440074904
545,GO_Biological_Process_2023,Cardiac Muscle Tissue Morphogenesis ,116.50924608819344,MYBPC3;TNNC1;MYL2;TNNT2;MYL3;ANKRD1;TNNI3;NKX2-5;MYH6;TTN;MYH7,70,11,15.052613427026003
546,GO_Biological_Process_2023,Cardiac Muscle Cell Development ,132.4088888888889,CSRP3;MYL2;ALPK3;LRRC10;NKX2-5;ASB2;MYLK3;SLC8A1;MYH6;TTN,70,10,14.064148943276164
547,GO_Molecular_Function_2023,Myosin Heavy Chain Binding ,736.2962962962963,MYBPC3;MYL4;MYL2;MYL3,70,4,6.538077562356916
548,GO_Molecular_Function_2023,Calcium Ion Binding ,11.343237507235193,CDH5;MYL7;MYL2;TNNC1;HRC;SPARCL1;CLU;MYL9;SLC8A1;LOXL2;TGM2;TTN,70,12,6.538077562356916
549,GO_Molecular_Function_2023,Metal Ion Binding ,6.663257908192468,CDH5;MYL7;MYL2;TNNC1;HRC;SPARCL1;CLU;MYL9;SLC8A1;LOXL2;TGM2;TTN,70,12,4.344720168571924
550,GO_Molecular_Function_2023,Actin Binding ,10.15567214242711,MYL4;SYNPO2L;MYL2;TNNT2;MYL3;LDB3;TNNI3;LRRC10,70,8,4.017863459800163
551,GO_Molecular_Function_2023,Titin Binding ,60.57723577235773,MYBPC3;TRIM63;ANKRD1,70,3,3.052136958414782
552,KEGG_2019_Mouse,Cardiac muscle contraction,50.61687631027254,TNNC1;COX4I2;ATP1A2;COX6A2;SLC8A1;MYL4;ACTC1;MYL2;TNNT2;MYL3;TNNI3;MYH6;MYH7,70,13,14.609105656322496
553,KEGG_2019_Mouse,Hypertrophic cardiomyopathy ,44.69050925925926,MYBPC3;TNNC1;SLC8A1;TTN;ACTC1;DES;SGCA;MYL2;TNNT2;MYL3;TNNI3;MYH6;MYH7,70,13,14.298545589568295
554,KEGG_2019_Mouse,Dilated cardiomyopathy ,41.23888888888889,MYBPC3;TNNC1;SLC8A1;TTN;ACTC1;DES;SGCA;MYL2;TNNT2;MYL3;TNNI3;MYH6;MYH7,70,13,14.076821489982203
555,KEGG_2019_Mouse,Adrenergic signaling in cardiomyocytes,19.466395599138963,MYL4;ACTC1;MYL2;TNNC1;TNNT2;MYL3;ATP1A2;TNNI3;MYH6;SLC8A1;MYH7,70,11,8.794720210823261
556,KEGG_2019_Mouse,Apelin signaling pathway,9.858094603597602,ACTA2;MYL4;MYL2;MYL3;MYLK3;SLC8A1,70,6,3.1110912067211243
557,WikiPathways_2019_Mouse,Striated Muscle Contraction WP216,159.96895522388058,MYBPC3;MYOM1;SMPX;ACTN2;TNNC1;TTN;ACTA2;MYL4;DES;ACTC1;TNNT2;MYL2;MYL3;TNNI1;TNNI3;MYL9;MYH6;MYH7,70,18,28.176480003781187
558,KEGG_2019_Mouse,Herpes simplex virus 1 infection,9.848030821917808,RSL1;ZFP128;ZFP667;ZFP940;ZFP169;ZFP345;ZFP109;ZFP229;ZFP708;ZFP82;ZFP947;ZFP11;A430033K04RIK;ZFP52;ZFP874A;ZFP54;ZFP97;ZFP382;ZFP420;ZFP39;ZFP583;ZIK1;ZFP677;ZFP952;ZFP456;ZFP114;ZFP418;GM12258;ZFP939;ZFP938;ZFP937;ZFP94;ZFP93;ZFP607B;ZFP354A;ZFP85;ZFP65;ZFP273;ZFP790;ZFP113;ZFP398;ZFP551;ZFP595,71,43,22.69589662570411
559,GO_Biological_Process_2023,Regulation Of Epithelial Cell Proliferation ,13.900509519978549,NR4A1;ZFP36;LAMB1;LAMC1;NR1D1;MTSS1;VEGFA,75,7,2.6703336082173754
560,GO_Biological_Process_2023,Bundle Of His cell-Purkinje Myocyte Adhesion Involved In Cell Communication ,190.69230769230768,DSP;JUP;PKP2,75,3,2.548479676402141
561,GO_Biological_Process_2023,Cardiac Muscle Cell-Cardiac Muscle Cell Adhesion ,127.11965811965813,DSP;JUP;PKP2,75,3,2.548479676402141
562,GO_Biological_Process_2023,Desmosome Organization ,127.11965811965813,DSP;JUP;PKP2,75,3,2.548479676402141
563,GO_Biological_Process_2023,Bundle Of His Cell To Purkinje Myocyte Communication ,76.26153846153846,DSP;JUP;PKP2,75,3,2.2296054981078393
564,GO_Molecular_Function_2023,Protein Binding Involved In Heterotypic Cell-Cell Adhesion ,76.26153846153846,DSP;JUP;PKP2,75,3,2.3081234590377346
565,KEGG_2019_Mouse,HIF-1 signaling pathway,15.186794389326035,EGLN1;CDKN1A;EGLN3;STAT3;ENO3;CAMK2G;HK2;PDK1;VEGFA,75,9,5.2380770334953795
566,KEGG_2019_Mouse,Starch and sucrose metabolism,28.46360153256705,PYGB;GYS1;HK2;PGM1,75,4,2.832270381348699
567,KEGG_2019_Mouse,Galactose metabolism,28.46360153256705,GLB1;PFKM;HK2;PGM1,75,4,2.832270381348699
568,KEGG_2019_Mouse,Pathways in cancer,3.958334212358389,EGLN1;LAMA5;CDKN1A;EGLN3;JUP;MGST3;STAT3;LAMB1;LAMC1;GADD45G;VEGFA;PLCB4;CAMK2G,75,13,2.5019553626202975
569,KEGG_2019_Mouse,Arrhythmogenic right ventricular cardiomyopathy ,11.303585049580471,DSP;JUP;LMNA;PKP2;ATP2A2,75,5,2.328473109856699
570,WikiPathways_2019_Mouse,Alpha6-Beta4 Integrin Signaling Pathway WP488,11.716205533596838,DSP;LAMA5;CDKN1A;LAMB1;LAMC1,75,5,2.078347218988237
571,WikiPathways_2019_Mouse,Inflammatory Response Pathway WP458,21.16524216524217,LAMA5;LAMB1;LAMC1,75,3,1.6668400292559822
572,GO_Biological_Process_2023,Heart Development ,18.24642305712815,FOXC2;BMP2;FOXC1;MEF2C;RAMP2;HAND2;HAND1;GATA4;BMP7;ISL1;BMP5;FBN1,76,12,7.528240466272749
573,GO_Biological_Process_2023,Regulation Of Angiogenesis ,17.282996780801874,FOXC1;RAMP2;BMPER;PLXND1;RHOJ;WNT5A;GATA6;KDR;HMGA2;TWIST1;GATA4;ISL1,76,12,7.528240466272749
574,GO_Biological_Process_2023,Positive Regulation Of Angiogenesis ,23.876006441223833,FOXC2;RAMP2;BMPER;WNT5A;GATA6;KDR;HMGA2;TWIST1;GATA4;ISL1,76,10,7.426148108748177
575,GO_Biological_Process_2023,Mesenchymal Cell Differentiation ,32.863320707070706,MEF2C;FOXC1;BMP2;WNT5A;HMGA2;ISL1;BMP7,76,7,5.668533021819862
576,GO_Biological_Process_2023,Positive Regulation Of Cell Differentiation ,11.843429909277145,FBN2;BMP2;FOXC1;MEF2C;FRZB;KDR;TWIST1;ADRA2B;BMP7;ISL1;RBM24,76,11,5.560207112066624
577,GO_Molecular_Function_2023,DNA-binding Transcription Factor Binding ,10.375545851528384,FOXC1;MEF2C;HAND2;HAND1;LMO2;GATA6;HMGA2;TWIST1;GATA4;ISL1;DACT1,76,11,5.375824801414709
578,GO_Molecular_Function_2023,RNA Polymerase II-specific DNA-binding Transcription Factor Binding ,11.54093223658441,FOXC1;MEF2C;HAND2;HAND1;LMO2;GATA6;HMGA2;GATA4;ISL1;DACT1,76,10,5.375824801414709
579,GO_Molecular_Function_2023,"DNA-binding Transcription Activator Activity, RNA Polymerase II-specific ",9.004285714285714,FOXC2;FOXC1;MEF2C;HAND2;IRX3;HAND1;HOXB3;GATA4;HOXB2,76,9,4.173715049915102
